Sami Khedira;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null
Ernst Lehner;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Dieter Müller;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null
Oliver Neuville;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null
Mesut Özil;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null
Bastian Schweinsteiger;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Fuad Amin;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Salah Assad;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Abdelmoumene Djabou;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Islam Slimani;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Sergio Agüero;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
Ángel Di María;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Luis Monti;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ariel Ortega;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Marcos Rojo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Héctor Yazalde;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null
Adolfo Zumelzú;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null
Johann Horvath;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ernst Ocwirk;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;1;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Philippe Albert;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Kevin De Bruyne;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Marc Degryse;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null
Marouane Fellaini;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Raoul Lambert;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Dries Mertens;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Wilfried Van Moer;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Erwin Vandenbergh;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null
Jan Vertonghen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Bernard Voorhoof;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Adriano;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Philippe Coutinho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
David Luiz;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Éder;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Elano;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
Fred;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;1;null
Jair;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Josimar;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Julinho;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Mazola;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Moderato;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Müller;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Nelinho;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null
Oscar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Pinga;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Robinho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
Ronaldinho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null
Serginho;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Thiago Silva;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Mário Zagallo;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Zizinho;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Autogoles;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Hristo Bonev;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null
Yordan Letchkov;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Nasko Sirakov;null;null;null;null;null;null;null;null;null;null;null;null;1;null;1;null;null;null;null;null;null
Patrick Mboma;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null
François Omam-Biyik;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null
Michal Bílek;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Milan Dvo?ák;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Václav Hovorka;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ladislav Petráš;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Antonín Panenka;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Tomáš Rosický;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Antonín Pu?;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jean Beausejour;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null
Atilio Cremaschi;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Rubén Marcos;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null
Jaime Ramírez;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Eladio Rojas;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alexis Sánchez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Guillermo Subiabre;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jorge Toro;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Carlos Vidal;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Juan Cuadrado;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Jackson Martínez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Juan Fernando Quintero;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Bernardo Redín;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Adolfo Valencia;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Pak Seung-zin;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null
Hong Myung-bo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Hwang Sun-hong;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;1;null;null;null;null
Lee Chung-yong;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
Lee Jung-soo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
Yoo Sang-chul;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null
Wilfried Bony;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Aruna Dindane;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Didier Drogba;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null
Gervinho;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Bryan Ruiz;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Brian Laudrup;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Michael Laudrup;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;1;null;null;null;null;null
Dennis Rommedahl;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;1;null;null
Carlos Tenorio;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Abdulrahman Fawzi;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Mohamed Salah;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
Kenny Dalglish;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null
Archie Gemmill;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null
John Wark;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Xabi Alonso;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;1;null
Ramón Calderé;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Andoni Goikoetxea;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Silvestre Igoa;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Andrés Iniesta;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
José Iraragorri;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Luis Enrique Martínez García;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null
André Maschinot;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jean-Pierre Papin;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Emmanuel Petit;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Didier Six;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Yannick Stopyra;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Lilian Thuram;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Patrick Vieira;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Jean Vincent;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Maryan Wisnieski;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ivor Allchurch;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
André Ayew;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Sulley Muntari;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null
László Fazekas;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Mihály Lantos;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Kálmán Mészöly;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null
Tibor Nyilasi;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Péter Palotás;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Gábor Pölöskei;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Pál Titkos;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Autogoles;null;null;1;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Ivor Broadis;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Tom Finney;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ron Flowers;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Trevor Francis;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Derek Kevan;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Martin Peters;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null;null
Bryan Robson;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Alan Shearer;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;1;null;null;null
Billy Hamilton;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Dino Baggio;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Romeo Benetti;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null
Roberto Bettega;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null
Roberto Boninsegna;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Giacomo Bulgarelli;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Riccardo Carapellese;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Alessandro Del Piero;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null
Giovanni Ferrari;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Vincenzo Iaquinta;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null
Marco Materazzi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Egisto Pandolfini;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Marco Tardelli;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null
Luca Toni;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Theodore Whitmore;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Junichi Inamoto;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null
Takashi Inui;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
Shinji Okazaki;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null
Salaheddine Bassir;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Abdeljalil Hadda;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Abderrazak Khairi;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Jared Borgetti;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null
Omar Bravo;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Luis García;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Alberto García Aspe;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null
Ricardo Peláez;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Fernando Quirarte;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Manuel Rosas;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Javier Valdivia;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Daniel Amokachi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Emmanuel Amuneke;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Kalu Uche;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
Kjetil Rekdal;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null
Ernie Brandts;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null
Phillip Cocu;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Ronald de Boer;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Memphis Depay;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null
Arie Haan;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null
Klaas-Jan Huntelaar;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null
Wim Jonk;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Patrick Kluivert;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Juan Agüero;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Florencio Amarilla;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Roberto Cabañas;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
José Parodi;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jorge Romero Santacruz;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Julio César Romero;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null
Alberto Gallardo;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Bartosz Bosacki;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
W?odzimierz Smolarek;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null
Maniche;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Simão;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null
Tiago;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null
Gavril Balint;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Florea Dumitrache;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null
Ilie Dumitrescu;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Marius L?c?tu?;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Viorel Moldovan;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Dan Petrescu;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null
Henri Camara;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null
Shaun Bartlett;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Benni McCarthy;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null
Sune Andersson;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Andreas Granqvist;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
Hasse Jeppson;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Nils Liedholm;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Roland Sandberg;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null
Blerim Džemaili;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Alexander Frei;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Adrian Knup;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null
Granit Xhaka;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;1
Wahbi Khazri;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2
Hasan ?a?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null
Lefter Küçükandonyadis;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ümit Davala;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null
Andriy Shevchenko;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null
Oleg Blojín;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null;null
Aleksandr Ivanov;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Víktor Ponedélnik;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Aleksandr Zavárov;null;null;null;null;null;null;null;null;null;null;null;null;1;1;null;null;null;null;null;null;null
Autogoles;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;1
Julio Abbadie;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Héctor Castro;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Luis Cubilla;null;null;null;null;null;null;1;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Pablo Dorado;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Victoriano Santos Iriarte;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
José Sasía;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Obdulio Varela;null;null;null;1;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Željko ?ajkovski;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Milan Gali?;null;null;null;null;null;null;3;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Davor Jozi?;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Stanislav Karasi;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null
Slobodan Komljenovi?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null
Darko Pan?ev;null;null;null;null;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null
Aleksandar Petakovi?;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Ivica Šurjak;null;null;null;null;null;null;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null
Kosta Tomaševi?;null;null;null;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
?or?e Vujadinovi?;2;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
John Aloisi;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Harry Kewell;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Craig Moore;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Milan Badelj;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Robert Jarni;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Niko Kova?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Andrej Kramari?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Ivan Rakiti?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Milan Rapai?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Ante Rebi?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Darijo Srna;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Mario Stani?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Domagoj Vida;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1
Goran Vlaovi?;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null
Rüdiger Abramczik;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Uwe Bein;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null
Marco Bode;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Rainer Bonhof;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Albert Brülls;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Cacau;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Hans Cieslarczyk;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Bernhard Cullmann;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Lothar Emmerich;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Arne Friedrich;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Torsten Frings;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Josef Gauchel;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Jürgen Grabowski;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Wilhelm Hahnemann;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Sigfried Held;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null
Richard Herrmann;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Uli Hoeneß;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null
Bernd Hölzenbein;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null
Horst Hrubesch;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null
Carsten Jancker;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
Marcell Jansen;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null
Bernhard Klodt;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Stanislaus Kobierski;null;1;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Philipp Lahm;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null
Reinhard Libuda;null;null;null;null;null;null;null;null;1;null;null;null;null;null;null;null;null;null;null;null;null
Thomas Linke;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1;null;null;null;null
